,UNITID_P,INSTNM,City,State,men_total15,women_total15,FORCIB13,NONFOR13,RAPE14,RAPE15,FONDL14,FONDL15,STATR14,STATR15,men_total14,women_total14,FORCIB12,NONFOR12,men_total13,women_total13,FORCIB11,NONFOR11,men_total12,women_total12,FORCIB10,NONFOR10,men_total11,women_total11,FORCIB9,NONFOR9,men_total10,women_total10,FORCIB8,NONFOR8,men_total9,women_total9,FORCIB7,NONFOR7,men_total8,women_total8,FORCIB6,NONFOR6,men_total7,women_total7,FORCIB5,NONFOR5,TITLE9
3271,167987008.0,University of Massachusetts-Dartmouth,Fairhaven,MA,4551.0,4365.0,,,,,,,,,859.0,1982.0,,,9557.0,13890.0,,,18.0,202.0,,,6.0,137.0,1.0,0.0,2.0,50.0,0.0,0.0,2153.0,3412.0,0.0,0.0,3136.0,4384.0,0.0,0.0,,,,,1.0
3272,167987009.0,University of Massachusetts-Dartmouth,Dartmouth,MA,4551.0,4365.0,,,,,,,,,859.0,1982.0,7.0,0.0,9557.0,13890.0,4.0,0.0,9601.0,13917.0,4.0,0.0,1528.0,3475.0,1.0,0.0,71.0,306.0,,,2153.0,3412.0,,,2922.0,4012.0,,,,,,,1.0
3273,167996001.0,Stonehill College,EASTON,MA,974.0,1426.0,2.0,0.0,5.0,11.0,4.0,3.0,0.0,0.0,859.0,1982.0,,,9557.0,13890.0,,,9601.0,13917.0,0.0,0.0,1528.0,3475.0,0.0,0.0,2855.0,4126.0,0.0,0.0,1384.0,1715.0,2.0,0.0,84.0,238.0,,,,,,,1.0
3274,168005001.0,Suffolk University,BOSTON,MA,3535.0,4387.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1431.0,2387.0,,,9557.0,13890.0,,,9601.0,13917.0,,,1528.0,3475.0,0.0,0.0,2855.0,4126.0,0.0,0.0,540.0,681.0,0.0,0.0,969.0,447.0,,,,,,,
3275,168005002.0,Suffolk University,Madrid,MA,3535.0,4387.0,4.0,0.0,,,,,,,2.0,220.0,2.0,0.0,7017.0,7690.0,7.0,0.0,9601.0,13917.0,,,2304.0,2852.0,2.0,0.0,2855.0,4126.0,0.0,0.0,1114.0,2632.0,1.0,0.0,969.0,447.0,3.0,0.0,5432.0,5552.0,2.0,0.0,
3276,168032001.0,Rob Roy Academy-Taunton,TAUNTON,MA,2.0,50.0,,,,,,,,,74.0,683.0,,,7017.0,7690.0,,,9601.0,13917.0,,,86.0,552.0,,,2855.0,4126.0,,,1114.0,2632.0,,,4183.0,5224.0,,,5432.0,5552.0,,,
3277,168148001.0,Tufts University,Medford,MA,5002.0,6135.0,9.0,0.0,12.0,15.0,2.0,5.0,0.0,0.0,1477.0,1946.0,2.0,0.0,7017.0,7690.0,,,9601.0,13917.0,,,159.0,721.0,,,446.0,1096.0,1.0,0.0,1114.0,2632.0,0.0,0.0,476.0,618.0,1.0,0.0,5432.0,5552.0,0.0,0.0,3.0
3278,168148002.0,Tufts University,Boston,MA,5002.0,6135.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,8.0,,,7017.0,7690.0,0.0,0.0,9601.0,13917.0,0.0,0.0,1070.0,1889.0,0.0,0.0,1632.0,1833.0,,,1114.0,2632.0,,,165.0,880.0,,,5432.0,5552.0,,,3.0
3279,168148003.0,Tufts University,North Grafton,MA,5002.0,6135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,1965.0,1.0,0.0,7017.0,7690.0,0.0,0.0,9601.0,13917.0,3.0,0.0,4398.0,5007.0,6.0,0.0,1632.0,1833.0,,,1114.0,2632.0,,,1755.0,2328.0,,,74.0,104.0,,,3.0
328,106999001.0,University of Arkansas Community College-Batesville,Batesville,AR,472.0,915.0,1.0,0.0,0.0,,0.0,,0.0,,2587.0,3472.0,0.0,0.0,1.0,42.0,0.0,0.0,2701.0,4068.0,0.0,0.0,707.0,1289.0,1.0,0.0,962.0,1500.0,1.0,0.0,1256.0,1970.0,1.0,0.0,2.0,147.0,0.0,0.0,5274.0,6060.0,0.0,0.0,
3280,168148004.0,Tufts University,Talloires,MA,5002.0,6135.0,,,,,,,,,112.0,278.0,,,7017.0,7690.0,,,9601.0,13917.0,0.0,0.0,0.0,43.0,0.0,0.0,1632.0,1833.0,0.0,0.0,5482.0,5369.0,5.0,0.0,1755.0,2328.0,,,8.0,188.0,,,3.0
3281,168218001.0,Wellesley College,WELLESLEY,MA,67.0,2443.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,617.0,708.0,1.0,0.0,7017.0,7690.0,7.0,0.0,6991.0,7542.0,2.0,0.0,2341.0,2825.0,1.0,0.0,1632.0,1833.0,,,5482.0,5369.0,1.0,0.0,78.0,21.0,0.0,0.0,278.0,4960.0,1.0,0.0,
3282,168227001.0,Wentworth Institute of Technology,BOSTON,MA,3658.0,918.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,69.0,,,7017.0,7690.0,0.0,0.0,6991.0,7542.0,0.0,0.0,1954.0,1584.0,0.0,0.0,1632.0,1833.0,0.0,0.0,5482.0,5369.0,0.0,0.0,1269.0,1754.0,0.0,0.0,278.0,4960.0,0.0,0.0,
3283,168254001.0,Western New England University,SPRINGFIELD,MA,2171.0,1741.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,209.0,9.0,,,7017.0,7690.0,,,6991.0,7542.0,,,12355.0,16803.0,0.0,0.0,1632.0,1833.0,,,5482.0,5369.0,,,426.0,451.0,,,151.0,592.0,,,1.0
3284,168263001.0,Westfield State University,WESTFIELD,MA,2860.0,3636.0,10.0,0.0,9.0,3.0,4.0,5.0,0.0,0.0,377.0,834.0,1.0,0.0,7017.0,7690.0,,,6991.0,7542.0,,,12355.0,16803.0,,,1632.0,1833.0,0.0,0.0,63.0,123.0,0.0,0.0,70.0,72.0,0.0,0.0,2480.0,2510.0,,,
3285,168281001.0,Wheaton College,NORTON,MA,572.0,1026.0,4.0,0.0,4.0,6.0,1.0,6.0,0.0,0.0,1645.0,2900.0,3.0,0.0,7017.0,7690.0,0.0,0.0,6991.0,7542.0,0.0,0.0,12355.0,16803.0,,,1632.0,1833.0,,,3.0,138.0,0.0,0.0,1.0,134.0,1.0,0.0,2530.0,3543.0,1.0,0.0,1.0
3286,168290001.0,Wheelock College,BOSTON,MA,166.0,1003.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1645.0,2900.0,0.0,0.0,7017.0,7690.0,,,6991.0,7542.0,3.0,0.0,12355.0,16803.0,5.0,0.0,1052.0,1403.0,2.0,0.0,232.0,5045.0,1.0,0.0,,,0.0,0.0,,,,,
3287,168342001.0,Williams College,WILLIAMSTOWN,MA,1060.0,1111.0,9.0,0.0,15.0,9.0,0.0,2.0,0.0,0.0,1645.0,2900.0,,,7017.0,7690.0,,,6991.0,7542.0,0.0,0.0,12355.0,16803.0,1.0,0.0,1955.0,3053.0,1.0,0.0,232.0,5045.0,0.0,0.0,261.0,551.0,0.0,0.0,63.0,123.0,0.0,0.0,
3288,168342002.0,Williams College,Mystic,CT,1060.0,1111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,1716.0,1.0,0.0,52.0,4.0,3.0,0.0,6991.0,7542.0,4.0,0.0,7503.0,11876.0,1.0,0.0,46.0,59.0,0.0,0.0,1408.0,4662.0,0.0,0.0,139.0,200.0,0.0,0.0,,,,,
3289,168342003.0,Williams College,Oxford,MA,1060.0,1111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,2951.0,1.0,0.0,471.0,750.0,,,6991.0,7542.0,,,7503.0,11876.0,,,3877.0,2851.0,,,2842.0,3168.0,0.0,0.0,192.0,541.0,0.0,1.0,499.0,222.0,0.0,0.0,
329,107044001.0,Harding University,Searcy,AR,2546.0,3463.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2587.0,3472.0,3.0,0.0,10.0,66.0,3.0,0.0,1629.0,2144.0,0.0,0.0,707.0,1289.0,0.0,0.0,235.0,461.0,0.0,0.0,919.0,1088.0,0.0,0.0,2948.0,3841.0,,,,,,,
3290,168421001.0,Worcester Polytechnic Institute,WORCESTER,MA,4492.0,2081.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1478.0,2951.0,0.0,0.0,1602.0,383.0,0.0,0.0,6991.0,7542.0,0.0,0.0,600.0,559.0,3.0,0.0,3877.0,2851.0,0.0,0.0,2811.0,3929.0,0.0,0.0,158.0,532.0,,,1436.0,135.0,,,
3291,168430001.0,Worcester State University,WORCESTER,MA,2416.0,3890.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1478.0,2951.0,0.0,0.0,420.0,679.0,0.0,0.0,6991.0,7542.0,,,5.0,55.0,,,3.0,44.0,,,140.0,44.0,,,0.0,29.0,,,1896.0,2281.0,,,1.0
3292,168528001.0,Adrian College,Adrian,MI,907.0,808.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,22.0,40.0,1.0,0.0,420.0,679.0,0.0,0.0,6991.0,7542.0,0.0,0.0,147.0,173.0,0.0,0.0,787.0,858.0,0.0,0.0,65.0,115.0,0.0,0.0,2341.0,3638.0,,,1896.0,2281.0,,,
3293,168546001.0,Albion College,ALBION,MI,688.0,688.0,3.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,28.0,33.0,0.0,0.0,275.0,304.0,0.0,0.0,6991.0,7542.0,,,14.0,202.0,,,14.0,284.0,0.0,0.0,490.0,218.0,0.0,0.0,0.0,2110.0,0.0,0.0,777.0,1233.0,,,
3294,168555001.0,Hillsdale Beauty College,HILLSDALE,MI,0.0,35.0,0.0,0.0,0.0,,1.0,,0.0,,509.0,1366.0,0.0,0.0,1197.0,1612.0,0.0,0.0,49.0,8.0,,,10.0,223.0,,,2580.0,3794.0,,,1342.0,204.0,,,1964.0,1985.0,,,777.0,1233.0,,,
3295,168573001.0,Northwestern Technological Institute,SOUTHFIELD,MI,370.0,16.0,,,,,,,,,509.0,1366.0,,,71.0,505.0,,,507.0,763.0,0.0,0.0,13.0,330.0,0.0,0.0,721.0,583.0,0.0,0.0,2064.0,2254.0,5.0,0.0,1.0,91.0,1.0,0.0,,,2.0,0.0,
3296,168591001.0,Alma College,ALMA,MI,589.0,796.0,3.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,509.0,1366.0,0.0,0.0,7963.0,8627.0,0.0,0.0,1644.0,404.0,0.0,0.0,300.0,166.0,0.0,0.0,821.0,1173.0,2.0,0.0,2064.0,2254.0,5.0,0.0,8237.0,9193.0,5.0,0.0,,,,,1.0
3297,168607001.0,Alpena Community College,ALPENA,MI,689.0,804.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,509.0,1366.0,0.0,0.0,7963.0,8627.0,0.0,0.0,434.0,615.0,0.0,0.0,4401.0,6389.0,3.0,0.0,426.0,370.0,0.0,0.0,1023.0,1506.0,2.0,0.0,2000.0,63.0,2.0,0.0,516.0,545.0,,,
3298,168740001.0,Andrews University,BERRIEN SPRINGS,MI,1835.0,1531.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2489.0,4321.0,0.0,0.0,7963.0,8627.0,0.0,0.0,223.0,206.0,0.0,0.0,5668.0,7102.0,3.0,0.0,849.0,1184.0,3.0,0.0,1023.0,1506.0,0.0,0.0,2191.0,3420.0,0.0,0.0,3868.0,5100.0,,,
3299,168786001.0,Aquinas College,GRAND RAPIDS,MI,741.0,1153.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2101.0,4398.0,4.0,0.0,7963.0,8627.0,0.0,0.0,1207.0,1651.0,0.0,0.0,5668.0,7102.0,1.0,0.0,2051.0,2217.0,1.0,0.0,3375.0,5282.0,5.0,0.0,2191.0,3420.0,2.0,0.0,1198.0,2470.0,0.0,0.0,
33,101189001.0,Faulkner University,MONTGOMERY,AL,1279.0,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,2002.0,0.0,0.0,553.0,557.0,0.0,0.0,562.0,556.0,0.0,0.0,74.0,12.0,0.0,0.0,618.0,939.0,1.0,0.0,3839.0,5512.0,0.0,0.0,3255.0,5043.0,0.0,0.0,3677.0,5400.0,0.0,0.0,
330,107044002.0,Harding University,North Little Rock,AR,2546.0,3463.0,0.0,0.0,,,,,,,2587.0,3472.0,0.0,0.0,1100.0,1496.0,0.0,0.0,599.0,789.0,0.0,0.0,11.0,63.0,,,750.0,1405.0,,,2.0,23.0,,,5373.0,6179.0,,,38.0,64.0,,,
3300,168838001.0,Baker College of Owosso,OWOSSO,MI,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,455.0,52.0,0.0,0.0,7963.0,8627.0,0.0,0.0,71.0,544.0,0.0,0.0,1094.0,1596.0,3.0,0.0,2051.0,2217.0,2.0,0.0,3375.0,5282.0,2.0,0.0,1379.0,1694.0,4.0,0.0,810.0,1675.0,0.0,0.0,
3301,168847001.0,Baker College,Flint,MI,7829.0,15961.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,726.0,1379.0,0.0,0.0,7963.0,8627.0,,,8212.0,9236.0,5.0,0.0,1094.0,1596.0,7.0,0.0,7338.0,8097.0,2.0,0.0,491.0,486.0,0.0,0.0,508.0,721.0,0.0,0.0,810.0,1675.0,,,
3302,168847002.0,Baker College,Cass City,MI,7829.0,15961.0,0.0,0.0,0.0,,0.0,,0.0,,1454.0,613.0,0.0,0.0,7963.0,8627.0,,,8212.0,9236.0,,,1094.0,1596.0,,,5.0,149.0,0.0,0.0,4700.0,5814.0,1.0,0.0,1055.0,2538.0,0.0,0.0,810.0,1675.0,,,
3303,168847004.0,Baker College,Flint,MI,7829.0,15961.0,4.0,0.0,,,,,,,1454.0,613.0,8.0,0.0,9981.0,14496.0,2.0,0.0,8212.0,9236.0,,,1094.0,1596.0,1.0,4.0,97.0,89.0,0.0,0.0,1055.0,2279.0,0.0,0.0,1055.0,2538.0,0.0,0.0,,,0.0,0.0,
3304,168847005.0,Baker College,FLINT,MI,7829.0,15961.0,0.0,0.0,,,,,,,1454.0,613.0,0.0,0.0,9981.0,14496.0,0.0,0.0,8212.0,9236.0,,,1094.0,1596.0,0.0,0.0,74.0,186.0,0.0,0.0,949.0,1934.0,0.0,0.0,1055.0,2538.0,,,13.0,200.0,,,
3305,168883001.0,Bay de Noc Community College,ESCANABA,MI,710.0,1143.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1454.0,613.0,,,9981.0,14496.0,,,8212.0,9236.0,,,1094.0,1596.0,,,558.0,2022.0,,,949.0,1934.0,0.0,0.0,1055.0,2538.0,0.0,0.0,655.0,1561.0,0.0,0.0,
3306,168883002.0,Bay de Noc Community College,Iron Mountain,MI,710.0,1143.0,,,,,,,,,844.0,1283.0,,,9981.0,14496.0,,,8212.0,9236.0,0.0,0.0,1094.0,1596.0,0.0,0.0,995.0,743.0,0.0,0.0,949.0,1934.0,,,1055.0,2538.0,,,,,,,
3307,168892001.0,Bayshire Academy of Beauty Craft Inc,BAY CITY,MI,0.0,35.0,,,,,,,,,21.0,56.0,,,9981.0,14496.0,,,8212.0,9236.0,,,1898.0,2692.0,,,995.0,743.0,0.0,0.0,949.0,1934.0,5.0,0.0,5403.0,5560.0,3.0,0.0,248.0,602.0,,,
3308,169071001.0,Cadillac Institute of Cosmetology,Cadillac,MI,0.0,25.0,11.0,0.0,7.0,,0.0,,0.0,,561.0,815.0,11.0,0.0,9981.0,14496.0,2.0,0.0,9981.0,14673.0,1.0,0.0,1148.0,1881.0,0.0,0.0,3306.0,4481.0,0.0,0.0,160.0,345.0,0.0,0.0,5403.0,5560.0,0.0,0.0,887.0,1495.0,0.0,0.0,
3309,169080001.0,Calvin College,GRAND RAPIDS,MI,1761.0,2229.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14822.0,13969.0,31.0,0.0,9981.0,14496.0,0.0,0.0,9981.0,14673.0,0.0,0.0,612.0,330.0,6.0,0.0,24751.0,26970.0,11.0,0.0,8.0,72.0,0.0,0.0,5403.0,5560.0,0.0,0.0,0.0,79.0,,,
331,107044003.0,Harding University,Rogers,AR,2546.0,3463.0,0.0,0.0,0.0,,0.0,,0.0,,2587.0,3472.0,0.0,0.0,1100.0,1496.0,,,3.0,48.0,,,11.0,63.0,0.0,1.0,750.0,1405.0,1.0,0.0,3097.0,4238.0,2.0,0.0,5373.0,6179.0,,,52.0,44.0,,,
3310,169099001.0,Calvin Theological Seminary,GRAND RAPIDS,MI,228.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14822.0,13969.0,0.0,0.0,120.0,74.0,0.0,0.0,9981.0,14673.0,0.0,0.0,1243.0,3028.0,1.0,0.0,24751.0,26970.0,0.0,0.0,892.0,1673.0,0.0,0.0,5403.0,5560.0,,,3.0,58.0,,,
3311,169187001.0,Carnegie Institute,TROY,MI,36.0,154.0,,,,,,,,,14822.0,13969.0,,,6125.0,7711.0,1.0,0.0,9981.0,14673.0,4.0,0.0,177.0,53.0,0.0,0.0,1229.0,1299.0,0.0,0.0,67.0,327.0,0.0,0.0,72.0,119.0,0.0,0.0,1437.0,2654.0,0.0,0.0,
3312,169220001.0,Michigan School of Professional Psychology,FARMINGTON HILLS,MI,32.0,109.0,,,,,,,,,14822.0,13969.0,,,6125.0,7711.0,1.0,0.0,9981.0,14673.0,0.0,0.0,231.0,371.0,0.0,0.0,134.0,243.0,,,,,0.0,0.0,2.0,142.0,0.0,0.0,,,0.0,0.0,
3313,169248001.0,Central Michigan University,MOUNT PLEASANT,MI,11525.0,15300.0,7.0,0.0,7.0,4.0,3.0,0.0,0.0,0.0,14822.0,13969.0,,,6125.0,7711.0,,,9981.0,14673.0,0.0,0.0,1927.0,1818.0,0.0,0.0,297.0,430.0,0.0,0.0,1304.0,2436.0,0.0,0.0,249.0,4952.0,0.0,0.0,1471.0,2541.0,0.0,0.0,
3314,169248002.0,Central Michigan University,Auburn Hills,MI,11525.0,15300.0,1.0,0.0,,,,,,,14822.0,13969.0,0.0,0.0,1344.0,2044.0,0.0,0.0,9981.0,14673.0,,,1927.0,1818.0,,,4844.0,5701.0,0.0,0.0,0.0,51.0,0.0,0.0,249.0,4952.0,0.0,0.0,13.0,18.0,,,
3315,169248003.0,Central Michigan University,Clinton Township,MI,11525.0,15300.0,,,,,,,,,14822.0,13969.0,0.0,0.0,272.0,71.0,0.0,0.0,112.0,71.0,0.0,0.0,1927.0,1818.0,,,35.0,338.0,,,0.0,26.0,,,204.0,710.0,,,,,,,
3316,169248004.0,Central Michigan University,Dearborn,MI,11525.0,15300.0,0.0,0.0,,,,,,,14822.0,13969.0,0.0,0.0,2139.0,3526.0,0.0,0.0,7542.0,9796.0,,,1927.0,1818.0,0.0,0.0,6.0,161.0,0.0,0.0,1475.0,2556.0,0.0,0.0,2692.0,2757.0,,,,,,,
3317,169248006.0,Central Michigan University,East Lansing,MI,11525.0,15300.0,,,,,,,,,44.0,102.0,,,2139.0,3526.0,,,7542.0,9796.0,0.0,0.0,3.0,63.0,0.0,0.0,79.0,89.0,0.0,0.0,985.0,1654.0,0.0,0.0,2831.0,3671.0,1.0,0.0,3402.0,6539.0,0.0,0.0,
3318,169248007.0,Central Michigan University,Flint,MI,11525.0,15300.0,0.0,0.0,0.0,,0.0,,0.0,,140.0,43.0,0.0,0.0,2139.0,3526.0,,,7542.0,9796.0,2.0,0.0,3.0,63.0,1.0,0.0,6025.0,5704.0,0.0,0.0,1988.0,3005.0,0.0,0.0,102.0,36.0,,,3402.0,6539.0,,,
3319,169248008.0,Central Michigan University,Grand Rapids,MI,11525.0,15300.0,4.0,0.0,3.0,,0.0,,0.0,,1421.0,1366.0,7.0,0.0,2139.0,3526.0,0.0,0.0,1338.0,2005.0,2.0,0.0,3.0,63.0,0.0,0.0,794.0,1017.0,0.0,0.0,22.0,13.0,0.0,0.0,65.0,116.0,0.0,0.0,3402.0,6539.0,,,
332,107044004.0,Harding University,Markopoulo Attiki,AR,2546.0,3463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2587.0,3472.0,0.0,0.0,1100.0,1496.0,,,6.0,24.0,,,37.0,26.0,,,750.0,1405.0,,,5256.0,5521.0,,,66.0,96.0,,,3.0,81.0,,,
3320,169248010.0,Central Michigan University,Saginaw,MI,11525.0,15300.0,,,,,,,,,2536.0,4068.0,,,2.0,82.0,,,324.0,87.0,,,3.0,63.0,,,668.0,1172.0,0.0,0.0,0.0,26.0,0.0,0.0,450.0,198.0,0.0,1.0,3402.0,6539.0,,,
3321,169248011.0,Central Michigan University,Mount Pleasant,MI,11525.0,15300.0,0.0,0.0,,,,,,,2.0,32.0,1.0,0.0,635.0,823.0,1.0,0.0,2454.0,3874.0,0.0,0.0,1627.0,1584.0,0.0,0.0,1.0,129.0,0.0,0.0,4163.0,7589.0,1.0,0.0,1506.0,161.0,0.0,0.0,3402.0,6539.0,0.0,0.0,
3322,169248012.0,Central Michigan University,Traverse City,MI,11525.0,15300.0,,,,,,,,,1.0,37.0,,,4971.0,5221.0,,,2454.0,3874.0,1.0,0.0,1627.0,1584.0,3.0,0.0,3121.0,4415.0,2.0,0.0,4163.0,7589.0,,,1898.0,2261.0,,,3402.0,6539.0,,,
3323,169248013.0,Central Michigan University,Troy,MI,11525.0,15300.0,,,,,,,,,0.0,57.0,,,4971.0,5221.0,,,2454.0,3874.0,,,1627.0,1584.0,,,3121.0,4415.0,0.0,0.0,4163.0,7589.0,0.0,0.0,1898.0,2261.0,0.0,0.0,1675.0,3432.0,0.0,0.0,
3324,169248014.0,Central Michigan University,Warren,MI,11525.0,15300.0,3.0,0.0,3.0,,2.0,,0.0,,703.0,1367.0,1.0,0.0,2095.0,4028.0,,,2454.0,3874.0,,,6175.0,6757.0,,,3239.0,4266.0,,,4163.0,7589.0,0.0,0.0,841.0,1354.0,0.0,0.0,2076.0,3795.0,0.0,0.0,
3325,169248015.0,Central Michigan University,Alexandria,VA,11525.0,15300.0,,,,,,,,,35.0,248.0,,,2095.0,4028.0,,,3.0,103.0,,,6524.0,13916.0,0.0,0.0,127.0,407.0,0.0,0.0,4163.0,7589.0,0.0,0.0,841.0,1354.0,,,2076.0,3795.0,,,
3326,169248016.0,Central Michigan University,Atlanta,GA,11525.0,15300.0,3.0,0.0,0.0,,2.0,,0.0,,882.0,3977.0,1.0,0.0,2095.0,4028.0,1.0,0.0,579.0,800.0,1.0,0.0,6524.0,13916.0,,,672.0,409.0,1.0,0.0,4163.0,7589.0,5.0,0.0,3179.0,5303.0,1.0,0.0,,,1.0,0.0,
3327,169248017.0,Central Michigan University,Tucker,GA,11525.0,15300.0,,,,,,,,,882.0,3977.0,,,2095.0,4028.0,,,5406.0,5646.0,,,6524.0,13916.0,0.0,0.0,672.0,409.0,0.0,0.0,2192.0,4274.0,0.0,0.0,3179.0,5303.0,0.0,0.0,,,0.0,0.0,
3328,169248018.0,Central Michigan University,Columbus,OH,11525.0,15300.0,2.0,0.0,2.0,,1.0,,0.0,,10348.0,6831.0,1.0,0.0,2095.0,4028.0,,,5406.0,5646.0,,,6524.0,13916.0,0.0,0.0,4565.0,5604.0,0.0,0.0,2757.0,4839.0,0.0,0.0,500.0,531.0,0.0,0.0,27.0,8.0,0.0,0.0,
3329,169248019.0,Central Michigan University,Colubus,OH,11525.0,15300.0,,,,,,,,,10348.0,6831.0,,,665.0,1140.0,,,2083.0,3919.0,0.0,0.0,6524.0,13916.0,0.0,0.0,609.0,772.0,1.0,0.0,2757.0,4839.0,1.0,0.0,4110.0,5285.0,0.0,0.0,1077.0,2466.0,0.0,0.0,
333,107044005.0,Harding University,Scandicci Firenze,TN,2546.0,3463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2587.0,3472.0,0.0,0.0,1100.0,1496.0,0.0,0.0,1054.0,1392.0,0.0,0.0,913.0,1394.0,2.0,0.0,670.0,1359.0,2.0,0.0,6620.0,8793.0,4.0,0.0,26.0,39.0,0.0,0.0,,,,,
3330,169248020.0,Central Michigan University,Philadelphia,PA,11525.0,15300.0,,,,,,,,,1.0,30.0,,,2.0,115.0,,,2083.0,3919.0,,,6524.0,13916.0,0.0,0.0,1780.0,2355.0,0.0,0.0,3138.0,5645.0,1.0,0.0,1036.0,2216.0,2.0,0.0,,,0.0,0.0,
3331,169248022.0,Central Michigan University,Oceanside,CA,11525.0,15300.0,,,,,,,,,5.0,60.0,,,1660.0,2570.0,0.0,0.0,2083.0,3919.0,1.0,0.0,12900.0,17865.0,2.0,0.0,1780.0,2355.0,0.0,0.0,2174.0,3076.0,0.0,0.0,835.0,1784.0,0.0,0.0,1036.0,1970.0,0.0,0.0,
3332,169248023.0,Central Michigan University,Joint Base Pearl Harbor-Hickam,HI,11525.0,15300.0,16.0,0.0,10.0,,1.0,,0.0,,14487.0,14148.0,11.0,0.0,1660.0,2570.0,,,2083.0,3919.0,,,12900.0,17865.0,0.0,0.0,49.0,18.0,0.0,0.0,1210.0,2739.0,1.0,0.0,835.0,1784.0,0.0,0.0,7126.0,8003.0,0.0,0.0,
3333,169248024.0,Central Michigan University,Schofield Barracks,HI,11525.0,15300.0,,,,,,,,,6975.0,9781.0,,,1660.0,2570.0,,,2083.0,3919.0,0.0,0.0,12900.0,17865.0,0.0,0.0,1276.0,1824.0,0.0,0.0,571.0,546.0,0.0,0.0,835.0,1784.0,,,535.0,1167.0,,,
3334,169248025.0,Central Michigan University,Tripler Army Medical Center,HI,11525.0,15300.0,0.0,0.0,0.0,,0.0,,0.0,,6975.0,9781.0,0.0,0.0,1660.0,2570.0,,,649.0,1158.0,,,12900.0,17865.0,0.0,0.0,382.0,470.0,0.0,0.0,1158.0,2144.0,0.0,0.0,835.0,1784.0,0.0,0.0,369.0,2010.0,0.0,0.0,
3335,169248026.0,Central Michigan University,Fort Leavenworth,KS,11525.0,15300.0,0.0,0.0,,,,,,,2424.0,2945.0,1.0,0.0,1209.0,1226.0,1.0,0.0,3.0,112.0,0.0,0.0,628.0,975.0,0.0,0.0,64.0,74.0,0.0,0.0,7388.0,8544.0,0.0,0.0,160.0,310.0,0.0,0.0,983.0,2026.0,0.0,0.0,
3336,169248027.0,Central Michigan University,Fort Riley,KS,11525.0,15300.0,0.0,0.0,,,,,,,2424.0,2945.0,0.0,0.0,1209.0,1226.0,0.0,0.0,1832.0,2716.0,13.0,0.0,12193.0,12893.0,9.0,0.0,5.0,161.0,,,920.0,1492.0,0.0,0.0,12.0,79.0,0.0,0.0,1818.0,2649.0,0.0,0.0,
3337,169248028.0,Central Michigan University,Fort Polk,LA,11525.0,15300.0,,,,,,,,,2424.0,2945.0,,,7970.0,9592.0,,,1832.0,2716.0,,,12193.0,12893.0,0.0,0.0,322.0,725.0,0.0,0.0,451.0,2025.0,0.0,0.0,708.0,1555.0,0.0,0.0,,,,,
3338,169248029.0,Central Michigan University,Aberdeen Proving Ground,MD,11525.0,15300.0,0.0,0.0,0.0,,0.0,,0.0,,2279.0,4656.0,0.0,0.0,7970.0,9592.0,,,1832.0,2716.0,0.0,0.0,12193.0,12893.0,0.0,0.0,144.0,222.0,0.0,0.0,1001.0,1849.0,0.0,0.0,41.0,263.0,0.0,0.0,3552.0,5308.0,0.0,0.0,
3339,169248030.0,Central Michigan University,Joint Base Andrews,MD,11525.0,15300.0,0.0,0.0,0.0,,0.0,,0.0,,2279.0,4656.0,0.0,0.0,2951.0,1051.0,0.0,0.0,1832.0,2716.0,,,12193.0,12893.0,0.0,0.0,2520.0,3708.0,0.0,0.0,1941.0,2855.0,0.0,0.0,,,,,3552.0,5308.0,,,
